LEA Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score,State Gap Compared
Charlotte-Mecklenburg Schools,600454,Metro School,Southwest,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600455,Mint Hill Middle,Southwest,B,76.0,B,71.0,B,75.0,Exceeded,96.0,71,67,68,84,100,,,,,,,
Charlotte-Mecklenburg Schools,600457,Rocky River High,Southwest,C,64.0,,,,,Exceeded,85.5,59,,,,38,53,37,27,60,100,91,
Charlotte-Mecklenburg Schools,600459,Montclaire Elementary,Southwest,D,45.0,F,35.0,D,52.0,Met,83.8,36,25,43,49,,,,,,,,
Charlotte-Mecklenburg Schools,600461,Lincoln Heights Academy,Southwest,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600462,Mountain Island Lake Academy,Southwest,C,60.0,C,60.0,C,60.0,NotMet,65.0,59,57,60,67,,,,,,,,
Charlotte-Mecklenburg Schools,600463,River Oaks Academy,Southwest,C,57.0,C,59.0,D,52.0,Met,83.0,51,54,45,63,,,,,,,,
Charlotte-Mecklenburg Schools,600464,Myers Park Traditional,Southwest,B,71.0,B,70.0,B,71.0,Exceeded,87.5,67,67,67,68,,,,,,,,
Charlotte-Mecklenburg Schools,600466,Myers Park High,Southwest,A,87.0,,,,,Exceeded,97.1,84,,,,80,79,74,83,81,94,95,Greater Than
Charlotte-Mecklenburg Schools,600468,Nathaniel Alexander Elementary,Southwest,C,56.0,D,53.0,C,57.0,Exceeded,93.1,47,45,47,57,,,,,,,,
Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,Southwest,D,43.0,F,36.0,D,49.0,Met,81.2,33,26,40,36,,,,,,,,
Charlotte-Mecklenburg Schools,600474,Newell Elementary,Southwest,D,48.0,D,42.0,D,51.0,Met,73.8,41,35,43,55,,,,,,,,
Charlotte-Mecklenburg Schools,600478,J H Gunn Elementary,Southwest,C,55.0,D,45.0,C,60.0,Exceeded,86.3,47,38,52,60,,,,,,,,
Charlotte-Mecklenburg Schools,600479,Northeast Middle,Southwest,D,49.0,D,51.0,D,41.0,NotMet,62.9,45,45,37,63,100,,,,,,,
Charlotte-Mecklenburg Schools,600480,North Mecklenburg High,Southwest,C,66.0,,,,,Met,84.7,61,,,,44,56,48,43,64,100,92,
Charlotte-Mecklenburg Schools,600481,Northridge Middle,Southwest,D,45.0,D,43.0,D,42.0,NotMet,66.2,40,37,35,54,95,,,,,,,
Charlotte-Mecklenburg Schools,600482,Northwest School of the Arts,Southwest,B,84.0,B,78.0,B,76.0,Exceeded,100.0,80,76,70,80,81,93,82,71,,100,100,
Charlotte-Mecklenburg Schools,600485,Oakdale Elementary,Southwest,D,48.0,D,46.0,D,44.0,Met,79.9,39,39,36,54,,,,,,,,
Charlotte-Mecklenburg Schools,600488,Oaklawn Language Academy,Southwest,B,70.0,C,65.0,B,74.0,Met,81.9,67,61,71,65,95,,,,,,,
Charlotte-Mecklenburg Schools,600489,Bruns Academy,Southwest,F,28.0,F,32.0,F,20.0,NotMet,59.0,20,22,12,42,13,,,,,,,
Charlotte-Mecklenburg Schools,600491,Olde Providence Elementary,Southwest,B,78.0,B,79.0,B,79.0,NotMet,58.3,82,83,84,77,,,,,,,,
Charlotte-Mecklenburg Schools,600492,Park Road Montessori,Southwest,B,79.0,A,86.0,B,75.0,Met,74.7,80,87,74,73,,,,,,,,
Charlotte-Mecklenburg Schools,600493,Palisades Park Elementary,Southwest,B,78.0,B,71.0,B,81.0,Exceeded,95.6,74,68,77,84,,,,,,,,
Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,Southwest,C,57.0,D,48.0,C,62.0,Met,81.4,51,41,56,64,,,,,,,,
Charlotte-Mecklenburg Schools,600496,Phillip O Berry Academy of Technology,Southwest,B,77.0,,,,,Met,81.8,76,,,,72,77,63,62,74,100,100,
Charlotte-Mecklenburg Schools,600497,Piedmont IB Middle,Southwest,A+NG,86.0,B,83.0,B,79.0,Exceeded,95.1,84,83,77,100,100,,,,,,,Less Than
Charlotte-Mecklenburg Schools,600498,Performance Learning Center,Southwest,B,71.0,,,,,Met,77.0,69,,,,44,59,38,55,,89,83,
Charlotte-Mecklenburg Schools,600500,Pineville Elementary,Southwest,C,61.0,C,56.0,C,63.0,Exceeded,91.1,53,52,53,58,,,,,,,,
Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,Southwest,C,55.0,D,50.0,C,55.0,Met,70.4,51,45,52,63,,,,,,,,
Charlotte-Mecklenburg Schools,600503,Piney Grove Elementary,Southwest,C,56.0,D,47.0,C,62.0,Met,82.1,50,38,58,62,,,,,,,,
Charlotte-Mecklenburg Schools,600507,Providence Spring Elementary,Southwest,A+NG,93.0,A,92.0,A,91.0,Exceeded,88.3,94,93,94,100,,,,,,,,Less Than
Charlotte-Mecklenburg Schools,600508,Providence High,Southwest,A+NG,95.0,,,,,Exceeded,100.0,94,,,,89,93,90,93,100,100,100,Less Than
Charlotte-Mecklenburg Schools,600509,Quail Hollow Middle,Southwest,D,53.0,C,55.0,D,44.0,Met,80.2,46,48,36,62,81,,,,,,,
Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,Southwest,D,52.0,D,48.0,D,52.0,Exceeded,89.0,43,40,42,59,,,,,,,,
Charlotte-Mecklenburg Schools,600513,Randolph Middle,Southwest,B,79.0,B,80.0,B,78.0,Met,71.1,81,80,75,87,100,,,,,,,
Charlotte-Mecklenburg Schools,600514,Ranson Middle,Southwest,C,55.0,D,51.0,D,44.0,Exceeded,100.0,44,41,32,78,100,,,,,,,
Charlotte-Mecklenburg Schools,600516,Reedy Creek Elementary,Southwest,C,68.0,C,64.0,C,65.0,Exceeded,94.6,61,57,60,83,,,,,,,,
Charlotte-Mecklenburg Schools,600517,Reid Park Academy,Southwest,F,34.0,F,32.0,F,35.0,Met,72.8,24,23,23,32,,,,,,,,
Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,Southwest,C,66.0,C,62.0,C,59.0,Exceeded,99.3,58,55,49,79,100,,,,,,,
Charlotte-Mecklenburg Schools,600519,Sedgefield Elementary,Southwest,D,48.0,D,43.0,C,56.0,NotMet,58.2,45,36,55,43,,,,,,,,
Charlotte-Mecklenburg Schools,600520,Sedgefield Middle,Southwest,F,36.0,F,39.0,F,28.0,NotMet,58.1,31,30,22,54,83,,,,,,,
Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,Southwest,D,54.0,D,49.0,C,60.0,Met,71.2,50,44,56,52,,,,,,,,
Charlotte-Mecklenburg Schools,600522,Selwyn Elementary,Southwest,A,85.0,B,82.0,B,83.0,Exceeded,89.3,84,82,83,92,,,,,,,,Greater Than
Charlotte-Mecklenburg Schools,600527,Shamrock Gardens Elementary,Southwest,C,59.0,C,58.0,C,57.0,Met,84.8,53,52,51,62,,,,,,,,
Charlotte-Mecklenburg Schools,600530,Sharon Elementary,Southwest,B,81.0,B,83.0,B,79.0,Met,71.8,83,84,82,86,,,,,,,,
Charlotte-Mecklenburg Schools,600532,Waddell Language Academy,Southwest,B,78.0,B,78.0,B,74.0,Met,81.7,77,76,75,86,100,,,,,,,
Charlotte-Mecklenburg Schools,600534,Smithfield Elementary,Southwest,B,73.0,B,71.0,B,72.0,Met,84.4,70,70,68,77,,,,,,,,
Charlotte-Mecklenburg Schools,600535,South Mecklenburg High,Southwest,B,82.0,,,,,Exceeded,100.0,78,,,,64,76,73,69,87,100,92,
Charlotte-Mecklenburg Schools,600537,South Charlotte Middle,Southwest,A,90.0,A,88.0,A,87.0,Exceeded,100.0,87,86,84,92,100,,,,,,,Greater Than
Charlotte-Mecklenburg Schools,600538,Southwest Middle School,Southwest,C,58.0,D,52.0,D,49.0,Exceeded,85.1,51,49,41,74,100,,,,,,,
Charlotte-Mecklenburg Schools,600546,Statesville Road Elementary,Southwest,C,60.0,D,52.0,C,55.0,Exceeded,87.2,53,44,50,86,,,,,,,,
Charlotte-Mecklenburg Schools,600549,Steele Creek Elementary,Southwest,D,53.0,D,53.0,C,56.0,Met,82.1,46,45,50,35,,,,,,,,
Charlotte-Mecklenburg Schools,600550,Sterling Elementary,Southwest,F,33.0,F,37.0,F,34.0,NotMet,59.8,26,30,24,20,,,,,,,,
Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,Southwest,D,42.0,D,40.0,F,37.0,Exceeded,85.0,31,29,26,58,,,,,,,,
Charlotte-Mecklenburg Schools,600557,Torrence Creek Elementary,Southwest,B,80.0,B,75.0,B,81.0,Exceeded,90.6,78,73,79,89,,,,,,,,
Charlotte-Mecklenburg Schools,600558,Grand Oak Elementary,Southwest,A,85.0,B,84.0,A,85.0,Exceeded,85.9,85,84,85,89,,,,,,,,Insufficient Data
Charlotte-Mecklenburg Schools,600562,Tuckaseegee Elementary,Southwest,D,43.0,D,45.0,F,37.0,Met,73.9,35,37,29,49,,,,,,,,
Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,Southwest,C,57.0,D,49.0,C,64.0,Exceeded,91.0,49,41,55,51,,,,,,,,
Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,Southwest,C,57.0,D,53.0,C,60.0,Met,75.8,52,47,56,59,,,,,,,,
Charlotte-Mecklenburg Schools,600567,Charlotte Engineering Early College-UNCC,Southwest,B,81.0,,,,,Met,83.1,81,,,,81,,81,,,,,
Charlotte-Mecklenburg Schools,600571,Irwin Academic Center,Southwest,B,78.0,B,80.0,B,77.0,NotMet,55.6,84,85,82,89,,,,,,,,
Charlotte-Mecklenburg Schools,600574,Walter G Byers School,Southwest,F,36.0,F,38.0,F,31.0,NotMet,68.8,28,28,22,42,,,,,,,,
Charlotte-Mecklenburg Schools,600576,West Charlotte High,Southwest,D,51.0,,,,,Met,80.9,44,,,,29,34,24,17,33,100,76,
Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,Southwest,F,33.0,F,36.0,F,28.0,NotMet,60.6,26,27,20,43,33,,,,,,,
Charlotte-Mecklenburg Schools,600579,West Mecklenburg High,Southwest,D,53.0,,,,,Met,70.0,49,,,,22,40,37,23,81,100,84,
Charlotte-Mecklenburg Schools,600586,Winding Springs Elementary,Southwest,D,52.0,D,50.0,C,55.0,Exceeded,88.8,43,41,46,38,,,,,,,,
Charlotte-Mecklenburg Schools,600587,Windsor Park Elementary,Southwest,C,60.0,D,52.0,C,63.0,Met,70.3,57,47,62,75,,,,,,,,
Charlotte-Mecklenburg Schools,600588,Winget Park Elementary,Southwest,B,71.0,C,68.0,C,67.0,Exceeded,85.2,67,64,65,84,,,,,,,,
Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,Southwest,D,42.0,F,38.0,D,42.0,Exceeded,87.0,30,27,30,46,,,,,,,,
Charlotte-Mecklenburg Schools,600590,River Gate Elementary,Southwest,C,69.0,C,64.0,B,71.0,Met,80.9,66,62,67,74,,,,,,,,
Charlotte-Mecklenburg Schools,600592,Vance High,Southwest,C,62.0,,,,,Exceeded,91.6,54,,,,35,44,41,26,58,100,89,
Charlotte-Mecklenburg Schools,600693,Olympic High - Renaissance School,Southwest,B,70.0,,,,,Exceeded,89.2,66,,,,39,69,58,46,,100,92,
Charlotte-Mecklenburg Schools,600694,Olympic High-Math Eng Tech Science,Southwest,B,80.0,,,,,Exceeded,86.0,79,,,,62,77,72,73,91,100,100,
Charlotte-Mecklenburg Schools,600695,Olympic TEAM High School,Southwest,C,64.0,,,,,Met,83.9,59,,,,48,67,82,,,,,
Charlotte-Mecklenburg Schools,600696,Olympic High-Leadership and Development,Southwest,C,60.0,,,,,Met,83.0,55,,,,26,39,34,28,62,100,87,
Charlotte-Mecklenburg Schools,600697,Olympic High - Biotech Health Pub Admin,Southwest,B,73.0,,,,,Exceeded,93.3,68,,,,50,60,52,57,69,100,90,
Mitchell County Schools,610302,Bowman Middle,Northwest,C,65.0,B,71.0,C,58.0,Met,82.4,61,67,51,64,94,,,,,,,
Mitchell County Schools,610310,Deyton Elementary,Northwest,C,65.0,C,61.0,C,66.0,Exceeded,90.0,59,56,59,64,,,,,,,,
Mitchell County Schools,610320,Gouge Elementary,Northwest,D,52.0,C,59.0,D,44.0,Met,82.0,44,53,35,,,,,,,,,
Mitchell County Schools,610322,Greenlee Primary,Northwest,I,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610326,Harris Middle,Northwest,C,59.0,C,62.0,D,50.0,Met,70.3,57,58,46,76,95,,,,,,,
Mitchell County Schools,610332,Mayland Early College,Northwest,B,74.0,,,,,Met,77.0,73,,,,64,90,55,71,,100,85,
Mitchell County Schools,610334,Mitchell High,Northwest,B,70.0,,,,,Met,79.5,68,,,,59,62,49,60,70,100,82,
Montgomery County Schools,620310,Montgomery Learning Academy,Sandhills,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620312,Candor Elementary,Sandhills,C,59.0,C,56.0,C,60.0,Met,79.5,54,49,57,63,,,,,,,,
Montgomery County Schools,620314,East Middle,Sandhills,D,52.0,D,49.0,D,50.0,Exceeded,88.5,43,40,40,59,,,,,,,,
Montgomery County Schools,620316,East Montgomery High,Sandhills,B,74.0,,,,,Exceeded,99.8,67,,,,64,47,53,49,75,100,95,
Montgomery County Schools,620318,Green Ridge Elementary,Sandhills,C,56.0,D,52.0,C,57.0,Exceeded,96.3,45,42,48,49,,,,,,,,
Montgomery County Schools,620324,Mount Gilead Elementary,Sandhills,D,54.0,D,46.0,C,56.0,Met,81.4,48,41,48,70,,,,,,,,
Montgomery County Schools,620330,Page Street Elementary,Sandhills,C,66.0,C,63.0,C,67.0,Met,84.2,61,58,63,65,,,,,,,,
Montgomery County Schools,620334,Star Elementary,Sandhills,C,63.0,C,63.0,C,60.0,Met,81.8,58,57,57,66,,,,,,,,
Montgomery County Schools,620336,Troy Elementary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620339,West Middle,Sandhills,D,50.0,D,50.0,D,47.0,Met,76.2,43,44,38,59,,,,,,,,
Montgomery County Schools,620340,West Montgomery High,Sandhills,C,55.0,,,,,NotMet,61.7,54,,,,46,45,22,42,52,100,91,
Moore County Schools,630304,Aberdeen Primary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Moore County Schools,630308,Aberdeen Elementary,Sandhills,D,41.0,D,46.0,F,35.0,NotMet,66.0,35,40,25,48,,,,,,,,
Moore County Schools,630312,Cameron Elementary,Sandhills,D,54.0,C,66.0,D,49.0,NotMet,57.3,53,62,48,42,,,,,,,,
Moore County Schools,630316,Carthage Elementary,Sandhills,C,66.0,C,67.0,C,64.0,Exceeded,91.8,60,62,57,66,,,,,,,,
Moore County Schools,630317,Crain's Creek Middle,Sandhills,C,63.0,C,62.0,D,53.0,Exceeded,89.5,56,58,44,80,93,,,,,,,
Moore County Schools,630320,Elise Middle,Sandhills,D,52.0,D,45.0,D,44.0,Exceeded,93.9,41,36,31,76,100,,,,,,,
Moore County Schools,630324,Sandhills Farm Life Elementary,Sandhills,B,76.0,B,76.0,B,74.0,Met,81.8,74,75,72,79,,,,,,,,
Moore County Schools,630328,Highfalls Elementary,Sandhills,C,61.0,C,63.0,C,56.0,NotMet,69.5,59,59,54,67,93,,,,,,,
Moore County Schools,630330,The Community Learning Center @ Pinckney,Sandhills,,,,,,,,,,,,,,,,,,,,
Moore County Schools,630331,New Century Middle,Sandhills,B,70.0,B,72.0,C,65.0,Met,70.7,69,71,62,82,100,,,,,,,
Moore County Schools,630332,North Moore High,Sandhills,C,69.0,,,,,Met,73.7,67,,,,58,56,43,55,81,100,90,
Moore County Schools,630336,Pinecrest High,Sandhills,B,72.0,,,,,Met,80.9,70,,,,55,66,57,68,66,100,87,
Moore County Schools,630342,Pinehurst Elementary,Sandhills,B,79.0,B,77.0,B,78.0,Exceeded,90.0,77,76,74,88,,,,,,,,
Moore County Schools,630348,Robbins Elementary,Sandhills,F,39.0,D,40.0,F,39.0,NotMet,59.9,33,33,32,39,,,,,,,,
Moore County Schools,630350,Southern Middle,Sandhills,D,50.0,C,57.0,F,37.0,NotMet,58.1,48,52,33,69,89,,,,,,,
Moore County Schools,630352,Southern Pines Primary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Moore County Schools,630356,Southern Pines Elementary,Sandhills,C,64.0,C,65.0,C,62.0,Met,76.4,61,62,59,67,,,,,,,,
Moore County Schools,630360,Union Pines High,Sandhills,B,74.0,,,,,Exceeded,85.0,71,,,,54,60,58,69,86,100,93,
Moore County Schools,630364,Vass-Lakeview Elementary,Sandhills,C,63.0,C,65.0,C,65.0,NotMet,66.2,62,63,63,57,,,,,,,,
Moore County Schools,630368,West End Elementary,Sandhills,C,64.0,C,68.0,C,65.0,NotMet,66.1,64,66,63,58,,,,,,,,
Moore County Schools,630373,West Pine Elementary,Sandhills,B,84.0,B,81.0,B,84.0,Exceeded,87.5,83,80,84,88,,,,,,,,
Moore County Schools,630374,West Pine Middle,Sandhills,B,72.0,B,76.0,C,65.0,NotMet,63.7,74,77,66,86,100,,100,,,,,
Moore County Schools,630376,Westmoore Elementary,Sandhills,C,62.0,C,62.0,C,58.0,Exceeded,88.1,56,56,50,65,88,,,,,,,
Nash-Rocky Mount Schools,640302,Fairview Elementary,North Central,I,,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640304,Bailey Elementary,North Central,C,55.0,D,54.0,D,53.0,Met,76.3,50,48,48,60,,,,,,,,
Nash-Rocky Mount Schools,640306,Baskerville Elementary,North Central,D,40.0,D,40.0,D,40.0,NotMet,57.6,35,34,35,38,,,,,,,,
Nash-Rocky Mount Schools,640308,Benvenue Elementary,North Central,D,51.0,D,50.0,D,49.0,Met,84.3,43,43,40,57,,,,,,,,
Nash-Rocky Mount Schools,640316,Cedar Grove Elementary,North Central,D,54.0,C,55.0,C,55.0,Met,80.5,47,49,48,35,,,,,,,,
Nash-Rocky Mount Schools,640320,Nash Central Middle,North Central,D,54.0,D,53.0,D,50.0,Met,82.3,47,46,39,64,66,,,,,,,
Nash-Rocky Mount Schools,640324,Coopers Elementary,North Central,C,61.0,C,63.0,C,59.0,NotMet,65.7,60,62,55,71,,,,,,,,
Nash-Rocky Mount Schools,640326,D S Johnson Elementary,North Central,F,39.0,F,36.0,F,38.0,Exceeded,85.1,27,24,26,40,,,,,,,,
Nash-Rocky Mount Schools,640328,Englewood Elementary,North Central,D,51.0,D,50.0,D,53.0,Met,81.0,44,44,44,43,,,,,,,,
Nash-Rocky Mount Schools,640329,G R Edwards Middle,North Central,D,54.0,D,54.0,D,48.0,Exceeded,85.6,46,46,38,57,82,,,,,,,
Nash-Rocky Mount Schools,640332,M B Hubbard Elementary,North Central,F,34.0,F,38.0,F,33.0,NotMet,67.5,26,29,23,26,,,,,,,,
Nash-Rocky Mount Schools,640334,J W Parker Middle,North Central,F,36.0,F,39.0,F,26.0,Met,79.1,26,30,12,51,45,,,,,,,
Nash-Rocky Mount Schools,640335,Rocky Mount Middle,North Central,F,38.0,D,45.0,F,23.0,Met,72.1,30,34,14,50,79,,,,,,,
Nash-Rocky Mount Schools,640336,Middlesex Elementary,North Central,C,56.0,C,57.0,D,50.0,Exceeded,92.0,47,49,40,65,,,,,,,,
Nash-Rocky Mount Schools,640340,Tar River Academy,North Central,,,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640346,Nash Central High,North Central,D,49.0,,,,,NotMet,50.0,49,,,,31,36,17,40,66,91,78,
Nash-Rocky Mount Schools,640347,NRM Early College High School,North Central,B,84.0,,,,,Exceeded,88.5,83,,,,72,88,71,73,,100,100,
Nash-Rocky Mount Schools,640348,Nashville Elementary,North Central,D,52.0,D,53.0,D,53.0,NotMet,66.5,48,47,48,52,,,,,,,,
Nash-Rocky Mount Schools,640350,Northern Nash High,North Central,C,55.0,,,,,NotMet,50.0,56,,,,35,47,28,41,53,100,89,
Nash-Rocky Mount Schools,640358,Red Oak Middle,North Central,D,54.0,D,54.0,D,42.0,Exceeded,89.7,45,46,31,70,84,,,,,,,
Nash-Rocky Mount Schools,640360,Red Oak Elementary,North Central,I,,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640361,Rocky Mount High,North Central,D,49.0,,,,,NotMet,53.9,48,,,,29,38,32,36,52,88,77,
Nash-Rocky Mount Schools,640362,Southern Nash Middle,North Central,D,53.0,D,50.0,D,42.0,Exceeded,91.7,43,42,30,71,100,,,,,,,
Nash-Rocky Mount Schools,640364,Southern Nash High,North Central,C,55.0,,,,,NotMet,50.0,56,,,,31,42,39,53,70,95,84,
Nash-Rocky Mount Schools,640376,Spring Hope Elementary,North Central,D,46.0,D,47.0,D,43.0,NotMet,68.2,40,43,34,55,,,,,,,,
Nash-Rocky Mount Schools,640384,Swift Creek Elementary,North Central,C,65.0,C,62.0,C,63.0,Met,77.9,62,58,61,76,,,,,,,,
Nash-Rocky Mount Schools,640396,Williford Elementary,North Central,D,41.0,D,41.0,F,35.0,Met,79.0,31,31,25,52,,,,,,,,
Nash-Rocky Mount Schools,640400,Winstead Avenue Elementary,North Central,I,,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650304,Bradley Creek Elementary,Southeast,C,69.0,C,65.0,B,70.0,Met,84.9,65,62,66,75,,,,,,,,
New Hanover County Schools,650308,Carolina Beach Elementary,Southeast,B,77.0,B,79.0,B,71.0,Exceeded,88.8,74,77,68,89,,,,,,,,
New Hanover County Schools,650309,Castle Hayne Elementary,Southeast,C,68.0,C,67.0,C,65.0,Met,75.2,66,63,67,70,,,,,,,,
New Hanover County Schools,650310,Charles P Murray Middle,Southeast,C,66.0,C,66.0,C,63.0,NotMet,58.4,69,67,62,85,100,,,,,,,
New Hanover County Schools,650312,R Freeman Sch of Engineering,Southeast,F,36.0,F,31.0,F,37.0,Met,72.4,27,22,26,46,,,,,,,,
New Hanover County Schools,650316,College Park Elementary,Southeast,C,57.0,C,55.0,D,53.0,Exceeded,85.1,50,48,47,69,,,,,,,,
New Hanover County Schools,650323,Edwin A Anderson Elementary,Southeast,B,70.0,C,66.0,C,67.0,Met,83.0,67,66,62,87,,,,,,,,
New Hanover County Schools,650324,Edwin A Alderman Elementary,Southeast,C,58.0,C,57.0,C,60.0,Met,76.6,53,51,56,49,,,,,,,,
New Hanover County Schools,650325,Emma B Trask Middle,Southeast,C,67.0,C,61.0,C,67.0,Met,83.0,64,59,61,80,100,,,,,,,
New Hanover County Schools,650326,Emsley A Laney High,Southeast,B,70.0,,,,,NotMet,68.1,70,,,,56,63,57,72,60,100,89,
New Hanover County Schools,650327,Eugene Ashley High,Southeast,C,69.0,,,,,NotMet,66.1,69,,,,56,63,58,72,83,95,76,
New Hanover County Schools,650328,Forest Hills Global Elementary,Southeast,C,62.0,C,62.0,C,60.0,Met,83.7,56,56,55,62,,,,,,,,
New Hanover County Schools,650332,Gregory School of Math Science and Tech,Southeast,D,50.0,D,40.0,D,52.0,Met,75.5,43,34,45,68,,,,,,,,
New Hanover County Schools,650338,Heyward C Bellamy Elem,Southeast,B,78.0,B,75.0,B,77.0,Exceeded,89.9,75,72,76,80,,,,,,,,
New Hanover County Schools,650339,Holly Tree Elementary,Southeast,B,83.0,B,81.0,B,80.0,Met,80.7,84,82,83,94,,,,,,,,
New Hanover County Schools,650340,Isaac M Bear High,Southeast,A,95.0,,,,,Exceeded,87.6,100,,,,95,93,95,100,,100,100,Insufficient Data
New Hanover County Schools,650341,John J Blair Elementary,Southeast,C,64.0,C,66.0,C,60.0,Met,75.0,61,62,58,66,,,,,,,,
New Hanover County Schools,650342,John T Hoggard High,Southeast,B,77.0,,,,,Met,74.1,78,,,,69,77,63,77,66,100,91,
New Hanover County Schools,650343,Holly Shelter Middle,Southeast,C,63.0,C,61.0,C,58.0,Met,81.9,58,57,52,73,100,,,,,,,
New Hanover County Schools,650345,Lake Forest Academy,Southeast,,,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650346,Mary C Williams Elementary,Southeast,C,66.0,C,63.0,C,64.0,Exceeded,93.1,59,56,59,74,,,,,,,,
New Hanover County Schools,650348,Murrayville Elementary,Southeast,B,71.0,C,66.0,B,72.0,Met,74.7,70,64,73,78,,,,,,,,
New Hanover County Schools,650350,M C S Noble Middle,Southeast,B,75.0,B,74.0,C,69.0,Met,79.5,74,75,67,87,100,,,,,,,
New Hanover County Schools,650351,Myrtle Grove Middle,Southeast,C,62.0,C,63.0,C,57.0,NotMet,53.7,64,64,58,75,100,,,,,,,
New Hanover County Schools,650352,New Hanover High,Southeast,C,66.0,,,,,NotMet,69.5,65,,,,49,64,52,60,52,100,74,
New Hanover County Schools,650353,Dr Hubert Eaton Sr Elem,Southeast,B,84.0,B,82.0,B,84.0,Exceeded,85.6,84,82,84,92,,,,,,,,
New Hanover County Schools,650354,Lakeside,Southeast,,,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650355,Mary Sidberry Mosley PLC,Southeast,,,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650356,Ogden Elementary,Southeast,A+NG,86.0,A,85.0,A,85.0,Met,79.6,88,87,87,93,,,,,,,,Less Than
New Hanover County Schools,650362,Pine Valley Elementary,Southeast,B,72.0,C,68.0,B,70.0,Exceeded,86.2,68,65,66,84,,,,,,,,
New Hanover County Schools,650364,Roland-Grise Middle,Southeast,C,66.0,C,65.0,C,61.0,NotMet,56.1,68,68,62,83,100,,,,,,,
New Hanover County Schools,650366,Dr John Codington Elem,Southeast,A+NG,85.0,B,82.0,A,86.0,Met,75.5,85,83,86,86,,,,,,,,Less Than
New Hanover County Schools,650368,Sunset Park Elementary,Southeast,C,56.0,D,46.0,C,56.0,Met,83.5,49,39,50,87,,,,,,,,
New Hanover County Schools,650380,Walter L Parsley Elementary,Southeast,A+NG,90.0,A,87.0,A,90.0,Exceeded,92.2,90,87,90,100,,,,,,,,Less Than
New Hanover County Schools,650384,A H Snipes Academy of Arts/Des,Southeast,F,39.0,F,38.0,F,39.0,Met,75.8,30,29,29,34,,,,,,,,
New Hanover County Schools,650392,Williston Middle,Southeast,D,46.0,D,47.0,D,40.0,NotMet,59.2,43,41,35,63,100,,,,,,,
New Hanover County Schools,650394,Wilmington Early College High,Southeast,A,87.0,,,,,Met,84.6,87,,,,87,80,72,86,89,100,100,Insufficient Data
New Hanover County Schools,650400,Winter Park Model Elementary,Southeast,D,52.0,D,51.0,D,51.0,Met,76.1,46,44,45,52,,,,,,,,
New Hanover County Schools,650404,Wrightsboro Elementary,Southeast,C,55.0,D,52.0,D,53.0,Met,84.0,47,45,45,63,,,,,,,,
New Hanover County Schools,650408,Wrightsville Beach Elem,Southeast,A,94.0,A,93.0,A,93.0,Exceeded,89.7,95,94,100,100,,,,,,,,Insufficient Data
New Hanover County Schools,650409,D.C. Virgo Preparatory Academy,Southeast,D,42.0,D,43.0,F,29.0,Met,82.1,32,34,16,68,,,,,,,,
New Hanover County Schools,650420,College Road Early Childhood Center,Southeast,I,,,,,,,,,,,,,,,,,,,
Northampton County Schools,660306,Central Elementary,Northeast,F,36.0,F,39.0,F,34.0,Met,76.1,26,29,23,,,,,,,,,
Northampton County Schools,660308,Conway Middle,Northeast,F,32.0,F,35.0,F,23.0,NotMet,58.0,26,27,14,46,48,,,,,,,
Northampton County Schools,660320,Gaston Elementary,Northeast,F,39.0,D,44.0,F,34.0,Met,77.2,30,36,23,,,,,,,,,
Northampton County Schools,660325,Gaston Middle,Northeast,F,33.0,F,36.0,F,32.0,Met,71.1,24,25,19,29,29,,,,,,,
