District Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Score,Reading SPG Grade,Math SPG Score,Math SPG Grade,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,NC Math 1 Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing NC Math 3,4-Year Cohort Graduation Rate Score,State Gap Compared
Charlotte-Mecklenburg Schools,600398,Greenway Park Elementary,Southwest,C,55.0,48.0,D,60.0,C,Met,76.2,50,41,56,56,,,,,,,,
Charlotte-Mecklenburg Schools,600399,Alexander Graham Middle,Southwest,B,76.0,74.0,B,73.0,B,Exceeded,90.8,73,72,68,80,100,,,,,,,
Charlotte-Mecklenburg Schools,600404,Harper Middle College High,Southwest,A,98.0,,,,,,,100,,,,,,,100,,100,,N
Charlotte-Mecklenburg Schools,600405,Harding University High,Southwest,C,55.0,,,,,Met,77.6,49,,,,33,35,20,22,49,100,77,
Charlotte-Mecklenburg Schools,600406,Hawk Ridge Elementary,Southwest,A+NG,87.0,84.0,B,87.0,A,Exceeded,90.5,86,84,86,95,,,,,,,,Y
Charlotte-Mecklenburg Schools,600408,Lawrence Orr Elementary,Southwest,C,67.0,53.0,D,74.0,B,Exceeded,89.1,61,47,70,80,,,,,,,,
Charlotte-Mecklenburg Schools,600409,Parkside Elementary,Southwest,C,64.0,58.0,C,67.0,C,Met,74.1,62,56,63,75,,,,,,,,
Charlotte-Mecklenburg Schools,600410,Hickory Grove Elementary,Southwest,C,61.0,52.0,D,64.0,C,Exceeded,92.0,54,44,57,73,,,,,,,,
Charlotte-Mecklenburg Schools,600411,Highland Creek Elementary,Southwest,B,75.0,74.0,B,73.0,B,Met,82.8,73,71,73,78,,,,,,,,
Charlotte-Mecklenburg Schools,600412,Hidden Valley Elementary,Southwest,D,52.0,38.0,F,59.0,C,Met,78.1,45,30,54,68,,,,,,,,
Charlotte-Mecklenburg Schools,600413,Highland Mill Montessori,Southwest,B,81.0,81.0,B,77.0,B,Met,77.8,81,81,77,100,,,,,,,,
Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,Southwest,D,45.0,40.0,D,51.0,D,NotMet,69.7,39,32,46,39,,,,,,,,
Charlotte-Mecklenburg Schools,600415,Hopewell High,Southwest,C,66.0,,,,,NotMet,69.6,65,,,,53,53,50,41,83,100,89,
Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,Southwest,D,52.0,46.0,D,56.0,C,NotMet,62.8,49,40,55,61,,,,,,,,
Charlotte-Mecklenburg Schools,600418,Croft Community Elementary,Southwest,C,64.0,64.0,C,65.0,C,Met,71.6,62,63,61,62,,,,,,,,
Charlotte-Mecklenburg Schools,600420,Huntersville Elementary,Southwest,A+NG,85.0,79.0,B,88.0,A,Met,78.1,86,82,89,92,,,,,,,,Y
Charlotte-Mecklenburg Schools,600422,Huntingtowne Farms Elementary,Southwest,C,60.0,55.0,C,59.0,C,Met,76.4,57,49,58,73,,,,,,,,
Charlotte-Mecklenburg Schools,600424,Idlewild Elementary,Southwest,C,68.0,63.0,C,70.0,B,Met,82.4,65,56,71,74,,,,,,,,
Charlotte-Mecklenburg Schools,600426,Independence High,Southwest,B,75.0,,,,,Exceeded,100.0,69,,,,57,63,55,53,76,100,89,
Charlotte-Mecklenburg Schools,600428,James Martin Middle,Southwest,D,42.0,46.0,D,30.0,F,NotMet,67.7,36,38,22,59,100,,,,,,,
Charlotte-Mecklenburg Schools,600429,Morehead STEM Academy,Southwest,B,74.0,72.0,B,68.0,C,Met,74.7,74,70,69,95,92,,,,,,,
Charlotte-Mecklenburg Schools,600431,Jay M Robinson Middle,Southwest,A,90.0,85.0,A,91.0,A,Exceeded,93.5,89,85,90,100,100,,,,,,,Y
Charlotte-Mecklenburg Schools,600432,Joseph W Grier Academy,Southwest,C,56.0,53.0,D,57.0,C,NotMet,62.7,54,48,57,65,,,,,,,,
Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,Southwest,B,80.0,80.0,B,78.0,B,Met,83.8,80,77,81,83,,,,,,,,
Charlotte-Mecklenburg Schools,600434,Kennedy Middle,Southwest,D,54.0,59.0,C,46.0,D,NotMet,63.3,52,54,43,65,100,,,,,,,
Charlotte-Mecklenburg Schools,600435,Trillium Springs Montessori,Southwest,B,81.0,86.0,A,78.0,B,Met,81.2,81,86,76,,,,,,,,,
Charlotte-Mecklenburg Schools,600436,Lake Wylie Elementary,Southwest,C,66.0,59.0,C,65.0,C,Exceeded,86.6,60,53,60,82,,,,,,,,
Charlotte-Mecklenburg Schools,600437,Ballantyne Elementary,Southwest,A+NG,86.0,83.0,B,86.0,A,Exceeded,89.7,85,83,85,90,,,,,,,,Y
Charlotte-Mecklenburg Schools,600438,Lansdowne Elementary,Southwest,C,68.0,68.0,C,69.0,C,Met,79.4,65,66,65,64,,,,,,,,
Charlotte-Mecklenburg Schools,600439,Turning Point Academy,Southwest,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600440,Lebanon Road Elementary,Southwest,C,65.0,59.0,C,65.0,C,Met,80.4,62,53,65,78,,,,,,,,
Charlotte-Mecklenburg Schools,600442,Blythe Elementary,Southwest,C,66.0,61.0,C,70.0,B,Met,76.4,64,59,66,71,,,,,,,,
Charlotte-Mecklenburg Schools,600443,Levine Middle College High,Southwest,A,98.0,,,,,,,100,,,,,,,100,100,100,100,N
Charlotte-Mecklenburg Schools,600444,Long Creek Elementary,Southwest,C,68.0,64.0,C,70.0,B,Met,77.7,65,61,68,72,,,,,,,,
Charlotte-Mecklenburg Schools,600445,Mallard Creek High,Southwest,B,73.0,,,,,Exceeded,86.9,70,,,,61,65,51,51,71,100,100,
Charlotte-Mecklenburg Schools,600446,Mallard Creek Elementary,Southwest,C,56.0,61.0,C,54.0,D,NotMet,62.1,55,58,53,53,,,,,,,,
Charlotte-Mecklenburg Schools,600447,Matthews Elementary,Southwest,B,77.0,70.0,B,79.0,B,Met,76.7,77,69,80,91,,,,,,,,
Charlotte-Mecklenburg Schools,600448,Martin Luther King Jr Middle,Southwest,D,40.0,40.0,D,29.0,F,Met,74.6,32,28,22,57,73,,,,,,,
Charlotte-Mecklenburg Schools,600449,McAlpine Elementary,Southwest,B,79.0,76.0,B,80.0,B,Met,73.6,80,75,83,86,,,,,,,,
Charlotte-Mecklenburg Schools,600450,McClintock Middle,Southwest,D,52.0,45.0,D,52.0,D,NotMet,69.7,48,43,43,65,95,,,,,,,
Charlotte-Mecklenburg Schools,600451,McKee Road Elementary,Southwest,A+NG,90.0,87.0,A,90.0,A,Exceeded,89.2,90,87,91,95,,,,,,,,Y
Charlotte-Mecklenburg Schools,600453,Merry Oaks International Academy,Southwest,C,62.0,52.0,D,66.0,C,Exceeded,91.3,54,41,65,63,,,,,,,,
Charlotte-Mecklenburg Schools,600454,Metro School,Southwest,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600455,Mint Hill Middle,Southwest,C,68.0,69.0,C,65.0,C,NotMet,58.8,70,67,66,80,100,,,,,,,
Charlotte-Mecklenburg Schools,600457,Rocky River High,Southwest,C,61.0,,,,,Met,77.2,57,,,,39,46,38,24,60,100,94,
Charlotte-Mecklenburg Schools,600459,Montclaire Elementary,Southwest,D,54.0,48.0,D,53.0,D,Exceeded,89.8,45,39,44,65,,,,,,,,
Charlotte-Mecklenburg Schools,600461,Lincoln Heights Academy,Southwest,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600462,Mountain Island Lake Academy,Southwest,D,53.0,53.0,D,52.0,D,Met,72.6,48,47,45,60,100,,,,,,,
Charlotte-Mecklenburg Schools,600463,River Oaks Academy,Southwest,C,61.0,57.0,C,61.0,C,Met,81.1,56,50,58,65,,,,,,,,
Charlotte-Mecklenburg Schools,600464,Myers Park Traditional,Southwest,C,67.0,65.0,C,66.0,C,NotMet,68.5,66,63,66,75,,,,,,,,
Charlotte-Mecklenburg Schools,600466,Myers Park High,Southwest,B,83.0,,,,,Exceeded,87.5,82,,,,77,78,71,76,74,95,94,
Charlotte-Mecklenburg Schools,600468,Nathaniel Alexander Elementary,Southwest,C,58.0,52.0,D,60.0,C,Met,78.6,53,46,55,66,,,,,,,,
Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,Southwest,C,56.0,43.0,D,62.0,C,Exceeded,92.5,47,34,53,73,,,,,,,,
Charlotte-Mecklenburg Schools,600474,Newell Elementary,Southwest,D,53.0,46.0,D,57.0,C,Met,83.0,46,38,50,59,,,,,,,,
Charlotte-Mecklenburg Schools,600478,J H Gunn Elementary,Southwest,D,48.0,46.0,D,49.0,D,NotMet,64.3,44,38,47,52,,,,,,,,
Charlotte-Mecklenburg Schools,600479,Northeast Middle,Southwest,D,50.0,51.0,D,43.0,D,NotMet,68.4,45,45,35,63,100,,,,,,,
Charlotte-Mecklenburg Schools,600480,North Mecklenburg High,Southwest,C,63.0,,,,,NotMet,68.0,61,,,,45,60,46,43,59,100,100,
Charlotte-Mecklenburg Schools,600481,Northridge Middle,Southwest,D,49.0,50.0,D,42.0,D,NotMet,61.4,45,43,38,64,89,,,,,,,
Charlotte-Mecklenburg Schools,600482,Northwest School of the Arts,Southwest,B,80.0,74.0,B,73.0,B,Met,84.3,79,72,69,87,80,91,72,76,,100,100,
Charlotte-Mecklenburg Schools,600484,Oakhurst STEAM Academy,Southwest,C,59.0,51.0,D,64.0,C,Met,81.7,54,45,59,63,,,,,,,,
Charlotte-Mecklenburg Schools,600485,Oakdale Elementary,Southwest,D,43.0,42.0,D,43.0,D,NotMet,66.8,37,36,36,46,,,,,,,,
Charlotte-Mecklenburg Schools,600488,Oaklawn Language Academy,Southwest,C,68.0,65.0,C,73.0,B,NotMet,59.1,70,64,76,64,100,,,,,,,
Charlotte-Mecklenburg Schools,600489,Bruns Academy,Southwest,F,30.0,30.0,F,25.0,F,Met,79.2,18,17,12,42,,,,,,,,
Charlotte-Mecklenburg Schools,600491,Olde Providence Elementary,Southwest,A+NG,86.0,86.0,A,90.0,A,Met,82.0,87,86,90,85,,,,,,,,Y
Charlotte-Mecklenburg Schools,600492,Park Road Montessori,Southwest,B,83.0,87.0,A,79.0,B,Met,77.8,84,89,78,85,,,,,,,,
Charlotte-Mecklenburg Schools,600493,Palisades Park Elementary,Southwest,B,83.0,77.0,B,85.0,A,Exceeded,89.2,82,74,86,93,,,,,,,,
Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,Southwest,C,59.0,48.0,D,63.0,C,Met,83.1,53,40,58,76,,,,,,,,
Charlotte-Mecklenburg Schools,600496,Phillip O Berry Academy of Technology,Southwest,B,79.0,,,,,Met,78.2,79,,,,77,81,70,56,76,100,100,
Charlotte-Mecklenburg Schools,600497,Piedmont IB Middle,Southwest,A+NG,85.0,80.0,B,81.0,B,Met,80.8,85,84,80,100,100,,,,,,,Y
Charlotte-Mecklenburg Schools,600498,Performance Learning Center,Southwest,D,48.0,,,,,NotMet,58.0,45,,,,27,44,17,38,,91,93,
Charlotte-Mecklenburg Schools,600499,eLearning Academy,Southwest,B,70.0,,,,,NotMet,58.7,73,,,,50,70,31,77,,100,100,
Charlotte-Mecklenburg Schools,600500,Pineville Elementary,Southwest,B,72.0,66.0,C,73.0,B,Exceeded,93.9,67,62,67,81,,,,,,,,
Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,Southwest,C,55.0,47.0,D,59.0,C,Met,82.8,48,40,53,59,,,,,,,,
Charlotte-Mecklenburg Schools,600503,Piney Grove Elementary,Southwest,D,53.0,42.0,D,65.0,C,Met,79.6,46,35,59,43,,,,,,,,
Charlotte-Mecklenburg Schools,600507,Providence Spring Elementary,Southwest,A+NG,94.0,92.0,A,94.0,A,Exceeded,86.3,95,94,100,100,,,,,,,,Y
Charlotte-Mecklenburg Schools,600508,Providence High,Southwest,A+NG,93.0,,,,,Exceeded,95.4,93,,,,92,89,86,91,100,100,100,Y
Charlotte-Mecklenburg Schools,600509,Quail Hollow Middle,Southwest,D,54.0,50.0,D,51.0,D,NotMet,69.5,51,46,44,72,92,,,,,,,
Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,Southwest,D,54.0,47.0,D,54.0,D,Met,84.2,46,40,47,67,,,,,,,,
Charlotte-Mecklenburg Schools,600513,Randolph Middle,Southwest,B,80.0,83.0,B,73.0,B,NotMet,66.3,83,84,76,95,95,,100,,,,,
Charlotte-Mecklenburg Schools,600514,Ranson Middle,Southwest,D,48.0,51.0,D,38.0,F,Met,74.5,41,42,32,55,85,,,,,,,
Charlotte-Mecklenburg Schools,600516,Reedy Creek Elementary,Southwest,C,67.0,60.0,C,66.0,C,Met,83.0,63,55,64,83,,,,,,,,
Charlotte-Mecklenburg Schools,600517,Reid Park Academy,Southwest,D,40.0,34.0,F,43.0,D,Met,77.0,31,25,32,44,,,,,,,,
Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,Southwest,C,61.0,58.0,C,54.0,D,Met,81.5,56,54,47,79,100,,,,,,,
Charlotte-Mecklenburg Schools,600519,Sedgefield Elementary,Southwest,D,41.0,37.0,F,45.0,D,NotMet,59.1,36,30,40,45,,,,,,,,
Charlotte-Mecklenburg Schools,600520,Sedgefield Middle,Southwest,F,38.0,41.0,D,32.0,F,NotMet,57.7,33,34,24,48,70,,,,,,,
Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,Southwest,C,58.0,49.0,D,62.0,C,Met,81.6,53,43,57,71,,,,,,,,
Charlotte-Mecklenburg Schools,600522,Selwyn Elementary,Southwest,A,86.0,86.0,A,83.0,B,Met,78.0,86,87,84,86,,,,,,,,Y
Charlotte-Mecklenburg Schools,600527,Shamrock Gardens Elementary,Southwest,C,67.0,63.0,C,68.0,C,Met,83.7,63,59,64,73,,,,,,,,
Charlotte-Mecklenburg Schools,600530,Sharon Elementary,Southwest,B,84.0,82.0,B,83.0,B,Met,83.2,84,82,83,92,,,,,,,,
Charlotte-Mecklenburg Schools,600532,Waddell Language Academy,Southwest,B,75.0,76.0,B,74.0,B,NotMet,57.6,79,78,77,84,100,,,,,,,
Charlotte-Mecklenburg Schools,600534,Smithfield Elementary,Southwest,C,69.0,67.0,C,69.0,C,Met,80.4,67,65,65,77,,,,,,,,
Charlotte-Mecklenburg Schools,600535,South Mecklenburg High,Southwest,B,81.0,,,,,Exceeded,98.3,76,,,,71,72,64,63,81,100,93,
Charlotte-Mecklenburg Schools,600537,South Charlotte Middle,Southwest,A+NG,86.0,81.0,B,86.0,A,Exceeded,85.3,87,84,85,100,100,,,,,,,Y
Charlotte-Mecklenburg Schools,600538,Southwest Middle School,Southwest,C,61.0,55.0,C,56.0,C,Exceeded,88.8,54,49,48,71,100,,,,,,,
Charlotte-Mecklenburg Schools,600545,Starmount Acad of Excellence,Southwest,D,44.0,43.0,D,48.0,D,Met,75.3,36,33,42,26,,,,,,,,
Charlotte-Mecklenburg Schools,600546,Statesville Road Elementary,Southwest,C,56.0,48.0,D,58.0,C,NotMet,66.2,54,43,57,85,,,,,,,,
Charlotte-Mecklenburg Schools,600549,Steele Creek Elementary,Southwest,C,62.0,48.0,D,70.0,B,Met,82.0,57,40,68,76,,,,,,,,
Charlotte-Mecklenburg Schools,600550,Sterling Elementary,Southwest,D,45.0,43.0,D,45.0,D,Met,80.6,36,35,36,39,,,,,,,,
Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,Southwest,F,37.0,33.0,F,35.0,F,NotMet,65.1,30,23,28,57,,,,,,,,
Charlotte-Mecklenburg Schools,600557,Torrence Creek Elementary,Southwest,B,79.0,77.0,B,79.0,B,Met,83.4,78,76,78,86,,,,,,,,
Charlotte-Mecklenburg Schools,600558,Grand Oak Elementary,Southwest,A+NG,86.0,85.0,A,87.0,A,Met,81.8,87,85,88,93,,,,,,,,Y
Charlotte-Mecklenburg Schools,600562,Tuckaseegee Elementary,Southwest,D,42.0,44.0,D,47.0,D,NotMet,59.7,38,37,42,29,,,,,,,,
Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,Southwest,C,57.0,53.0,D,66.0,C,Met,76.6,53,46,62,45,,,,,,,,
Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,Southwest,C,57.0,53.0,D,61.0,C,NotMet,67.5,55,49,59,61,,,,,,,,
Charlotte-Mecklenburg Schools,600567,Charlotte Engineering Early College-UNCC,Southwest,B,77.0,,,,,Met,74.0,77,,,,78,86,68,78,,,,
Charlotte-Mecklenburg Schools,600571,Irwin Academic Center,Southwest,B,83.0,81.0,B,83.0,B,Met,80.3,83,84,82,86,,,,,,,,
Charlotte-Mecklenburg Schools,600574,Walter G Byers School,Southwest,F,38.0,40.0,D,34.0,F,Met,76.8,28,30,24,35,,,,,,,,
Charlotte-Mecklenburg Schools,600576,West Charlotte High,Southwest,C,59.0,,,,,Exceeded,86.2,52,,,,24,40,37,18,43,100,88,
Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,Southwest,D,44.0,40.0,D,42.0,D,Exceeded,90.4,32,29,29,47,100,,,,,,,
Charlotte-Mecklenburg Schools,600579,West Mecklenburg High,Southwest,D,50.0,,,,,NotMet,60.6,48,,,,28,35,26,21,48,100,81,
Charlotte-Mecklenburg Schools,600586,Winding Springs Elementary,Southwest,D,52.0,46.0,D,57.0,C,NotMet,61.6,49,41,55,56,,,,,,,,
Charlotte-Mecklenburg Schools,600587,Windsor Park Elementary,Southwest,C,61.0,50.0,D,62.0,C,Met,80.7,56,44,58,89,,,,,,,,
Charlotte-Mecklenburg Schools,600588,Winget Park Elementary,Southwest,C,62.0,63.0,C,65.0,C,NotMet,58.8,63,63,64,60,,,,,,,,
Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,Southwest,D,44.0,42.0,D,43.0,D,Met,74.8,36,30,40,43,,,,,,,,
Charlotte-Mecklenburg Schools,600590,River Gate Elementary,Southwest,B,72.0,67.0,C,71.0,B,Exceeded,88.0,68,63,68,85,,,,,,,,
Charlotte-Mecklenburg Schools,600592,Vance High,Southwest,C,60.0,,,,,Met,72.8,56,,,,46,40,30,28,66,100,91,
Charlotte-Mecklenburg Schools,600693,Olympic High - Renaissance School,Southwest,C,60.0,,,,,NotMet,59.9,60,,,,42,55,30,50,100,100,90,
Charlotte-Mecklenburg Schools,600694,Olympic High-Math Eng Tech Science,Southwest,B,79.0,,,,,Met,81.3,79,,,,66,73,67,66,91,100,100,
Charlotte-Mecklenburg Schools,600695,Olympic TEAM High School,Southwest,D,53.0,,,,,Met,77.5,47,,,,39,36,22,26,77,100,100,
Charlotte-Mecklenburg Schools,600696,Olympic High-Leadership and Development,Southwest,C,58.0,,,,,NotMet,60.7,57,,,,40,30,13,26,67,100,88,
Charlotte-Mecklenburg Schools,600697,Olympic High - Biotech Health Pub Admin,Southwest,B,75.0,,,,,Exceeded,91.6,70,,,,60,64,53,53,85,100,100,
Mitchell County Schools,610302,Bowman Middle,Northwest,C,61.0,65.0,C,48.0,D,NotMet,66.7,59,61,45,78,100,,,,,,,
Mitchell County Schools,610310,Deyton Elementary,Northwest,B,73.0,64.0,C,77.0,B,Exceeded,89.0,69,59,74,85,,,,,,,,
Mitchell County Schools,610320,Gouge Elementary,Northwest,C,65.0,64.0,C,64.0,C,Exceeded,93.6,57,57,57,,,,,,,,,
Mitchell County Schools,610322,Greenlee Primary,Northwest,I,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610326,Harris Middle,Northwest,C,65.0,65.0,C,56.0,C,NotMet,62.4,65,64,55,90,100,,,,,,,
Mitchell County Schools,610332,Mayland Early College,Northwest,B,82.0,,,,,Met,81.5,82,,,,78,90,65,81,,100,76,
Mitchell County Schools,610334,Mitchell High,Northwest,B,75.0,,,,,Met,83.4,73,,,,58,60,64,63,87,100,90,
Montgomery County Schools,620310,Montgomery Learning Academy,Sandhills,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620312,Candor Elementary,Sandhills,C,56.0,51.0,D,62.0,C,Met,81.6,50,44,58,47,,,,,,,,
Montgomery County Schools,620314,East Middle,Sandhills,D,54.0,48.0,D,55.0,C,Met,81.1,47,45,45,62,,,,,,,,
Montgomery County Schools,620316,East Montgomery High,Sandhills,B,74.0,,,,,Exceeded,97.7,68,,,,75,46,46,48,83,100,100,
Montgomery County Schools,620318,Green Ridge Elementary,Sandhills,C,55.0,51.0,D,52.0,D,Met,80.8,48,44,47,69,,,,,,,,
Montgomery County Schools,620324,Mount Gilead Elementary,Sandhills,C,59.0,51.0,D,61.0,C,Exceeded,89.8,52,44,53,74,,,,,,,,
Montgomery County Schools,620330,Page Street Elementary,Sandhills,C,55.0,58.0,C,53.0,D,Met,78.5,49,51,47,47,,,,,,,,
Montgomery County Schools,620334,Star Elementary,Sandhills,C,58.0,60.0,C,57.0,C,Met,79.2,53,54,52,52,,,,,,,,
Montgomery County Schools,620336,Troy Elementary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620339,West Middle,Sandhills,D,51.0,47.0,D,51.0,D,NotMet,67.7,47,44,43,63,,,,,,,,
Montgomery County Schools,620340,West Montgomery High,Sandhills,C,67.0,,,,,Met,83.0,63,,,,55,49,34,47,61,100,90,
Moore County Schools,630304,Aberdeen Primary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Moore County Schools,630308,Aberdeen Elementary,Sandhills,D,45.0,46.0,D,42.0,D,Met,81.6,36,39,30,42,,,,,,,,
Moore County Schools,630312,Cameron Elementary,Sandhills,C,62.0,62.0,C,64.0,C,Met,81.6,58,58,59,51,,,,,,,,
Moore County Schools,630316,Carthage Elementary,Sandhills,B,70.0,71.0,B,67.0,C,Exceeded,87.3,66,68,62,69,,,,,,,,
Moore County Schools,630317,Crain's Creek Middle,Sandhills,C,57.0,67.0,C,41.0,D,NotMet,68.6,54,62,37,74,69,,,,,,,
Moore County Schools,630320,Elise Middle,Sandhills,C,63.0,55.0,C,60.0,C,Exceeded,91.2,56,47,52,88,100,,,,,,,
Moore County Schools,630324,Sandhills Farm Life Elementary,Sandhills,C,64.0,71.0,B,58.0,C,NotMet,57.9,66,68,60,79,,,,,,,,
Moore County Schools,630328,Highfalls Elementary,Sandhills,B,71.0,71.0,B,66.0,C,Met,84.0,68,67,64,84,,,,,,,,
Moore County Schools,630330,The Community Learning Center @ Pinckney,Sandhills,,,,,,,,,,,,,,,,,,,,
Moore County Schools,630331,New Century Middle,Sandhills,B,72.0,70.0,B,65.0,C,Met,80.9,69,70,61,89,100,,,,,,,
Moore County Schools,630332,North Moore High,Sandhills,B,73.0,,,,,Met,82.8,71,,,,54,50,71,57,75,100,89,
Moore County Schools,630336,Pinecrest High,Sandhills,B,79.0,,,,,Met,84.1,78,,,,61,69,77,69,74,100,92,
Moore County Schools,630342,Pinehurst Elementary,Sandhills,B,81.0,79.0,B,81.0,B,Exceeded,87.0,79,78,78,88,,,,,,,,
Moore County Schools,630348,Robbins Elementary,Sandhills,D,53.0,52.0,D,50.0,D,Met,82.5,46,44,44,61,,,,,,,,
Moore County Schools,630350,Southern Middle,Sandhills,D,54.0,59.0,C,42.0,D,Met,77.7,48,52,36,65,100,,,,,,,
Moore County Schools,630352,Southern Pines Primary,Sandhills,I,,,,,,,,,,,,,,,,,,,
Moore County Schools,630356,Southern Pines Elementary,Sandhills,C,60.0,63.0,C,55.0,C,Met,70.7,57,60,52,63,,,,,,,,
Moore County Schools,630360,Union Pines High,Sandhills,B,79.0,,,,,Exceeded,85.9,77,,,,65,69,69,62,88,100,100,
Moore County Schools,630364,Vass-Lakeview Elementary,Sandhills,C,60.0,59.0,C,61.0,C,Met,74.5,57,54,58,64,,,,,,,,
Moore County Schools,630368,West End Elementary,Sandhills,B,78.0,77.0,B,76.0,B,Exceeded,87.9,75,75,73,84,,,,,,,,
Moore County Schools,630373,West Pine Elementary,Sandhills,B,78.0,77.0,B,76.0,B,NotMet,69.9,80,77,79,88,,,,,,,,
Moore County Schools,630374,West Pine Middle,Sandhills,B,71.0,73.0,B,66.0,C,NotMet,58.0,74,74,67,90,100,,,,,,,
Moore County Schools,630376,Westmoore Elementary,Sandhills,C,61.0,59.0,C,57.0,C,Met,70.3,59,58,52,75,100,,,,,,,
Nash-Rocky Mount Schools,640302,Fairview Elementary,North Central,I,,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640304,Bailey Elementary,North Central,C,62.0,55.0,C,63.0,C,Met,84.3,56,48,59,72,,,,,,,,
Nash-Rocky Mount Schools,640306,Baskerville Elementary,North Central,D,50.0,46.0,D,48.0,D,Met,81.4,42,38,39,64,,,,,,,,
Nash-Rocky Mount Schools,640308,Benvenue Elementary,North Central,D,46.0,51.0,D,42.0,D,NotMet,57.6,43,46,38,48,,,,,,,,
Nash-Rocky Mount Schools,640316,Cedar Grove Elementary,North Central,C,57.0,58.0,C,53.0,D,Met,79.5,52,53,46,65,,,,,,,,
Nash-Rocky Mount Schools,640320,Nash Central Middle,North Central,D,51.0,52.0,D,44.0,D,NotMet,59.7,49,48,40,69,100,,,,,,,
Nash-Rocky Mount Schools,640324,Coopers Elementary,North Central,C,64.0,53.0,D,66.0,C,Met,84.2,59,49,60,81,,,,,,,,
Nash-Rocky Mount Schools,640326,D S Johnson Elementary,North Central,F,39.0,36.0,F,32.0,F,NotMet,68.6,32,26,26,72,,,,,,,,
Nash-Rocky Mount Schools,640328,Englewood Elementary,North Central,D,53.0,53.0,D,53.0,D,Met,73.9,48,46,48,50,,,,,,,,
Nash-Rocky Mount Schools,640329,G R Edwards Middle,North Central,D,48.0,50.0,D,41.0,D,Met,71.6,42,43,33,57,100,,,,,,,
Nash-Rocky Mount Schools,640332,M B Hubbard Elementary,North Central,D,44.0,41.0,D,48.0,D,Met,73.6,36,32,41,34,,,,,,,,
Nash-Rocky Mount Schools,640334,J W Parker Middle,North Central,F,29.0,34.0,F,19.0,F,NotMet,58.1,22,24,10,44,88,,,,,,,
Nash-Rocky Mount Schools,640335,Rocky Mount Middle,North Central,F,37.0,42.0,D,25.0,F,NotMet,69.4,29,32,15,55,82,,,,,,,
Nash-Rocky Mount Schools,640336,Middlesex Elementary,North Central,D,47.0,47.0,D,42.0,D,NotMet,66.2,42,42,36,60,,,,,,,,
Nash-Rocky Mount Schools,640340,Tar River Academy,North Central,,,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640346,Nash Central High,North Central,D,52.0,,,,,NotMet,53.3,52,,,,40,36,34,38,72,89,78,
Nash-Rocky Mount Schools,640347,NRM Early College High School,North Central,B,82.0,,,,,Met,82.3,83,,,,68,88,68,83,,100,100,
Nash-Rocky Mount Schools,640348,Nashville Elementary,North Central,C,61.0,55.0,C,61.0,C,Exceeded,86.0,54,48,55,71,,,,,,,,
Nash-Rocky Mount Schools,640350,Northern Nash High,North Central,C,62.0,,,,,NotMet,53.9,63,,,,46,41,58,42,67,100,90,
Nash-Rocky Mount Schools,640358,Red Oak Middle,North Central,D,53.0,53.0,D,41.0,D,Met,80.2,46,46,34,69,95,,,,,,,
