LEA Name,unit_code,School Name,SBE Region,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score
Charlotte-Mecklenburg Schools,600447,Matthews Elementary,6,B,77.0,B,74.0,B,78.0,Exceeded,85.7,75,73,75,80,,,,,,,
Charlotte-Mecklenburg Schools,600448,Martin Luther King Jr Middle,6,D,40.0,F,32.0,F,37.0,Met,77.6,31,25,25,61,100,,,,,,
Charlotte-Mecklenburg Schools,600449,McAlpine Elementary,6,B,75.0,B,73.0,B,74.0,Met,83.1,74,73,72,83,,,,,,,
Charlotte-Mecklenburg Schools,600450,McClintock Middle,6,F,38.0,D,43.0,F,33.0,NotMet,61.8,33,36,24,44,77,,,,,,
Charlotte-Mecklenburg Schools,600451,McKee Road Elementary,6,A,85.0,A,85.0,B,82.0,Met,82.8,86,85,83,100,,,,,,,
Charlotte-Mecklenburg Schools,600453,Merry Oaks Elementary,6,D,46.0,D,41.0,D,51.0,Met,81.4,38,30,44,43,,,,,,,
Charlotte-Mecklenburg Schools,600454,Metro School,6,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600455,Mint Hill Middle,6,C,63.0,C,67.0,C,56.0,NotMet,55.8,65,66,57,77,100,,,,,,
Charlotte-Mecklenburg Schools,600457,Rocky River High,6,C,67.0,,,,,Exceeded,95.9,60,,,,38,53,52,28,46,100,89
Charlotte-Mecklenburg Schools,600459,Montclaire Elementary,6,D,46.0,D,41.0,D,52.0,Met,80.6,38,31,44,39,,,,,,,
Charlotte-Mecklenburg Schools,600461,Lincoln Heights Academy,6,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600462,Mountain Island Elementary,6,B,73.0,C,65.0,B,75.0,Exceeded,95.6,67,59,70,83,,,,,,,
Charlotte-Mecklenburg Schools,600463,River Oaks Academy,6,D,44.0,D,52.0,D,41.0,NotMet,55.9,41,47,38,34,,,,,,,
Charlotte-Mecklenburg Schools,600464,Myers Park Traditional,6,B,71.0,B,70.0,B,70.0,Met,82.8,69,69,66,77,,,,,,,
Charlotte-Mecklenburg Schools,600466,Myers Park High,6,B,84.0,,,,,Exceeded,88.4,83,,,,80,81,71,78,68,100,91
Charlotte-Mecklenburg Schools,600468,Nathaniel Alexander Elementary,6,D,48.0,D,48.0,D,46.0,Met,74.0,41,41,39,49,,,,,,,
Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,6,D,40.0,D,42.0,D,42.0,Met,71.4,33,31,36,28,,,,,,,
Charlotte-Mecklenburg Schools,600474,Newell Elementary,6,C,57.0,D,54.0,C,56.0,Met,84.7,50,45,51,62,,,,,,,
Charlotte-Mecklenburg Schools,600478,J H Gunn Elementary,6,D,51.0,D,46.0,D,52.0,Met,72.1,45,40,46,58,,,,,,,
Charlotte-Mecklenburg Schools,600479,Northeast Middle,6,C,60.0,D,54.0,C,55.0,Exceeded,98.0,51,48,44,73,100,,,,,,
Charlotte-Mecklenburg Schools,600480,North Mecklenburg High,6,B,72.0,,,,,Exceeded,90.6,67,,,,47,62,63,50,69,100,92
Charlotte-Mecklenburg Schools,600481,Northridge Middle,6,D,53.0,D,52.0,D,45.0,Exceeded,89.5,44,44,34,71,94,,,,,,
Charlotte-Mecklenburg Schools,600482,Northwest School of the Arts,6,B,77.0,B,80.0,C,66.0,Exceeded,88.6,74,78,59,80,77,85,37,78,,100,100
Charlotte-Mecklenburg Schools,600485,Oakdale Elementary,6,D,48.0,D,41.0,D,53.0,Met,78.2,41,34,44,50,,,,,,,
Charlotte-Mecklenburg Schools,600488,Oaklawn Language Academy,6,B,72.0,C,69.0,B,72.0,Exceeded,90.4,68,65,67,76,100,,,,,,
Charlotte-Mecklenburg Schools,600489,Bruns Academy,6,F,35.0,F,37.0,F,30.0,Met,80.6,24,25,19,40,7,,,,,,
Charlotte-Mecklenburg Schools,600491,Olde Providence Elementary,6,B,83.0,B,82.0,B,82.0,Met,82.0,84,82,84,87,,,,,,,
Charlotte-Mecklenburg Schools,600492,Park Road Montessori,6,B,78.0,B,82.0,B,75.0,Met,70.3,79,83,75,79,,,,,,,
Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,6,C,61.0,C,55.0,C,60.0,Exceeded,91.7,53,47,53,69,,,,,,,
Charlotte-Mecklenburg Schools,600496,Phillip O Berry Academy of Technology,6,B,77.0,,,,,Exceeded,86.0,75,,,,67,75,58,65,77,100,100
Charlotte-Mecklenburg Schools,600497,Piedmont IB Middle,6,A,87.0,B,84.0,B,83.0,Exceeded,100.0,83,83,78,100,100,,,,,,
Charlotte-Mecklenburg Schools,600498,Performance Learning Center,6,B,77.0,,,,,Met,80.4,76,,,,40,70,52,48,,94,93
Charlotte-Mecklenburg Schools,600500,Pineville Elementary,6,C,58.0,C,58.0,C,55.0,Met,75.0,54,56,49,61,,,,,,,
Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,6,C,58.0,D,49.0,C,61.0,Exceeded,91.4,49,41,53,64,,,,,,,
Charlotte-Mecklenburg Schools,600503,Piney Grove Elementary,6,C,57.0,D,50.0,C,61.0,NotMet,58.2,56,46,62,68,,,,,,,
Charlotte-Mecklenburg Schools,600507,Providence Spring Elementary,6,A,95.0,A,92.0,A,95.0,Exceeded,89.2,100,95,100,100,,,,,,,
Charlotte-Mecklenburg Schools,600508,Providence High,6,A,95.0,,,,,Exceeded,98.0,94,,,,93,94,89,94,94,100,100
Charlotte-Mecklenburg Schools,600509,Quail Hollow Middle,6,D,52.0,D,50.0,D,45.0,Met,71.7,47,46,36,70,94,,,,,,
Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,6,C,56.0,D,52.0,D,53.0,Exceeded,93.5,46,43,44,65,,,,,,,
Charlotte-Mecklenburg Schools,600513,Randolph Middle,6,B,76.0,B,80.0,B,70.0,Met,73.4,76,80,67,83,100,,,,,,
Charlotte-Mecklenburg Schools,600514,Ranson Middle,6,D,45.0,D,47.0,F,33.0,Met,80.9,37,38,26,60,70,,,,,,
Charlotte-Mecklenburg Schools,600516,Reedy Creek Elementary,6,C,57.0,D,49.0,C,64.0,Exceeded,87.1,50,42,57,51,,,,,,,
Charlotte-Mecklenburg Schools,600517,Reid Park Academy,6,F,37.0,F,39.0,F,31.0,Met,83.1,26,27,20,41,,,,,,,
Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,6,C,67.0,C,65.0,C,60.0,Exceeded,100.0,59,58,50,76,100,,,,,,
Charlotte-Mecklenburg Schools,600519,Sedgefield Elementary,6,C,60.0,D,50.0,C,67.0,Exceeded,85.9,53,42,62,59,,,,,,,
Charlotte-Mecklenburg Schools,600520,Sedgefield Middle,6,F,38.0,F,34.0,F,32.0,NotMet,53.2,35,29,26,61,85,,,,,,
Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,6,D,52.0,D,52.0,C,56.0,NotMet,63.7,49,46,54,40,,,,,,,
Charlotte-Mecklenburg Schools,600522,Selwyn Elementary,6,B,84.0,B,77.0,A,86.0,Exceeded,87.5,83,80,85,87,,,,,,,
Charlotte-Mecklenburg Schools,600527,Shamrock Gardens Elementary,6,D,51.0,D,48.0,C,55.0,Exceeded,90.9,42,39,45,39,,,,,,,
Charlotte-Mecklenburg Schools,600530,Sharon Elementary,6,B,80.0,B,81.0,B,77.0,NotMet,66.7,83,84,80,89,,,,,,,
Charlotte-Mecklenburg Schools,600532,Waddell Language Academy,6,B,79.0,B,80.0,B,74.0,Exceeded,88.1,77,77,74,84,100,,,,,,
Charlotte-Mecklenburg Schools,600534,Smithfield Elementary,6,B,72.0,B,71.0,B,70.0,Exceeded,86.6,69,68,66,77,,,,,,,
Charlotte-Mecklenburg Schools,600535,South Mecklenburg High,6,B,80.0,,,,,Exceeded,100.0,75,,,,60,74,70,66,67,100,91
Charlotte-Mecklenburg Schools,600537,South Charlotte Middle,6,A,85.0,B,82.0,B,80.0,Exceeded,93.2,83,83,77,100,100,,,,,,
Charlotte-Mecklenburg Schools,600538,Southwest Middle School,6,C,61.0,C,58.0,D,53.0,Exceeded,93.9,53,52,44,70,100,,,,,,
Charlotte-Mecklenburg Schools,600546,Statesville Road Elementary,6,C,55.0,D,52.0,C,58.0,Exceeded,94.2,46,44,48,42,,,,,,,
Charlotte-Mecklenburg Schools,600549,Steele Creek Elementary,6,D,53.0,D,52.0,C,57.0,NotMet,59.0,51,47,56,49,,,,,,,
Charlotte-Mecklenburg Schools,600550,Sterling Elementary,6,F,37.0,D,41.0,F,36.0,NotMet,68.6,29,32,26,30,,,,,,,
Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,6,D,42.0,F,39.0,F,37.0,Met,80.1,32,29,28,58,,,,,,,
Charlotte-Mecklenburg Schools,600557,Torrence Creek Elementary,6,B,77.0,B,72.0,B,77.0,Exceeded,91.8,73,69,74,88,,,,,,,
Charlotte-Mecklenburg Schools,600558,Grand Oak Elementary,6,A,86.0,B,82.0,A,87.0,Exceeded,88.8,86,83,87,100,,,,,,,
Charlotte-Mecklenburg Schools,600562,Tuckaseegee Elementary,6,D,45.0,D,47.0,D,47.0,NotMet,67.0,39,41,39,34,,,,,,,
Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,6,D,50.0,D,49.0,D,47.0,NotMet,64.8,46,45,42,63,,,,,,,
Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,6,C,55.0,D,53.0,C,62.0,NotMet,65.1,52,49,58,45,,,,,,,
Charlotte-Mecklenburg Schools,600571,Irwin Academic Center,6,A,88.0,A,86.0,A,86.0,Met,70.3,88,87,89,84,,,,,,,
Charlotte-Mecklenburg Schools,600574,Walter G Byers School,6,D,41.0,F,39.0,F,38.0,Exceeded,85.1,30,28,27,45,,,,,,,
Charlotte-Mecklenburg Schools,600576,West Charlotte High,6,D,52.0,,,,,Met,80.1,45,,,,28,36,21,18,53,100,78
Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,6,D,42.0,D,44.0,F,36.0,Exceeded,90.0,30,35,22,42,,,,,,,
Charlotte-Mecklenburg Schools,600579,West Mecklenburg High,6,C,62.0,,,,,Exceeded,90.0,55,,,,30,41,50,35,48,94,85
Charlotte-Mecklenburg Schools,600586,Winding Springs Elementary,6,D,42.0,D,44.0,D,46.0,NotMet,61.5,37,38,39,30,,,,,,,
Charlotte-Mecklenburg Schools,600587,Windsor Park Elementary,6,C,68.0,C,56.0,B,73.0,Exceeded,91.3,62,49,68,82,,,,,,,
Charlotte-Mecklenburg Schools,600588,Winget Park Elementary,6,C,69.0,C,67.0,B,70.0,Exceeded,87.9,65,63,65,69,,,,,,,
Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,6,F,35.0,F,33.0,F,37.0,NotMet,66.0,27,24,29,30,,,,,,,
Charlotte-Mecklenburg Schools,600590,River Gate Elementary,6,C,66.0,C,63.0,C,63.0,Met,82.3,62,60,59,80,,,,,,,
Charlotte-Mecklenburg Schools,600592,Vance High,6,C,65.0,,,,,Exceeded,93.6,57,,,,42,50,35,34,64,100,84
Charlotte-Mecklenburg Schools,600693,Olympic High - Renaissance School,6,B,71.0,,,,,Met,81.3,68,,,,48,69,55,49,,93,92
Charlotte-Mecklenburg Schools,600694,Olympic High-Math Eng Tech Science,6,B,82.0,,,,,Exceeded,88.2,81,,,,68,79,81,70,80,100,93
Charlotte-Mecklenburg Schools,600695,"Olympic High - Intl Study, Global Econ",6,C,66.0,,,,,Exceeded,88.2,61,,,,34,62,45,37,,100,85
Charlotte-Mecklenburg Schools,600696,Olympic High -Intl Bus and Comm Studies,6,C,62.0,,,,,Exceeded,88.6,56,,,,35,47,53,23,46,94,83
Charlotte-Mecklenburg Schools,600697,Olympic High - Biotech Health Pub Admin,6,B,77.0,,,,,Exceeded,96.4,72,,,,57,80,68,53,,100,89
Mitchell County Schools,610302,Bowman Middle,8,C,68.0,C,68.0,C,60.0,Exceeded,85.9,63,64,53,74,100,,,,,,
Mitchell County Schools,610310,Deyton Elementary,8,C,69.0,C,63.0,C,69.0,Exceeded,92.9,63,59,63,77,,,,,,,
Mitchell County Schools,610320,Gouge Elementary,8,D,52.0,C,61.0,D,42.0,Exceeded,85.0,43,55,32,,,,,,,,
Mitchell County Schools,610322,Greenlee Primary,8,I,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610326,Harris Middle,8,C,61.0,C,65.0,D,53.0,NotMet,64.1,60,62,49,77,100,,,,,,
Mitchell County Schools,610332,Mayland Early College,8,B,76.0,,,,,Met,80.9,75,,,,67,80,,71,,100,59
Mitchell County Schools,610334,Mitchell High,8,B,75.0,,,,,Exceeded,85.2,72,,,,58,71,57,64,74,100,82
Montgomery County Schools,620310,Montgomery Learning Academy,4,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620312,Candor Elementary,4,D,53.0,D,49.0,D,53.0,NotMet,63.8,50,42,51,71,,,,,,,
Montgomery County Schools,620314,East Middle,4,D,49.0,D,45.0,D,47.0,Met,78.9,41,38,38,59,,,,,,,
Montgomery County Schools,620316,East Montgomery High,4,B,72.0,,,,,Exceeded,95.6,66,,,,64,47,48,52,67,100,91
Montgomery County Schools,620318,Green Ridge Elementary,4,D,47.0,D,45.0,D,45.0,Met,84.2,38,36,35,55,,,,,,,
Montgomery County Schools,620324,Mount Gilead Elementary,4,D,50.0,D,54.0,D,46.0,Met,81.6,43,46,38,46,,,,,,,
Montgomery County Schools,620330,Page Street Elementary,4,C,62.0,C,60.0,C,67.0,Exceeded,85.5,57,54,62,51,,,,,,,
Montgomery County Schools,620334,Star Elementary,4,C,59.0,C,59.0,C,64.0,Met,82.2,54,54,59,38,,,,,,,
Montgomery County Schools,620336,Troy Elementary,4,I,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620339,West Middle,4,D,49.0,D,54.0,F,39.0,NotMet,68.0,45,48,34,67,,,,,,,
Montgomery County Schools,620340,West Montgomery High,4,C,56.0,,,,,NotMet,53.3,57,,,,44,49,14,47,60,100,91
Moore County Schools,630304,Aberdeen Primary,4,I,,,,,,,,,,,,,,,,,,
Moore County Schools,630308,Aberdeen Elementary,4,D,51.0,D,53.0,D,47.0,Exceeded,85.8,42,45,37,48,,,,,,,
Moore County Schools,630312,Cameron Elementary,4,C,59.0,C,63.0,C,59.0,NotMet,69.4,56,59,56,47,,,,,,,
Moore County Schools,630316,Carthage Elementary,4,C,64.0,C,63.0,C,61.0,Exceeded,98.2,56,58,51,66,,,,,,,
Moore County Schools,630317,Crain's Creek Middle,4,D,53.0,C,61.0,D,41.0,Met,71.5,48,56,33,60,90,,,,,,
Moore County Schools,630320,Elise Middle,4,C,57.0,D,54.0,D,47.0,Exceeded,93.6,47,45,36,81,100,,,,,,
Moore County Schools,630324,Sandhills Farm Life Elementary,4,B,78.0,B,76.0,B,75.0,Exceeded,88.0,75,74,73,85,,,,,,,
Moore County Schools,630328,Highfalls Elementary,4,C,69.0,C,65.0,C,65.0,Exceeded,86.4,65,61,60,91,75,,,,,,
Moore County Schools,630330,The Community Learning Center @ Pinckney,4,,,,,,,,,,,,,,,,,,,
Moore County Schools,630331,New Century Middle,4,C,69.0,B,72.0,C,66.0,Met,72.0,69,71,63,77,100,,,,,,
Moore County Schools,630332,North Moore High,4,C,67.0,,,,,Met,80.3,63,,,,55,56,47,54,50,100,91
Moore County Schools,630336,Pinecrest High,4,C,69.0,,,,,NotMet,57.1,72,,,,56,65,60,69,47,100,90
Moore County Schools,630342,Pinehurst Elementary,4,B,83.0,B,81.0,B,83.0,Met,82.1,83,82,83,90,,,,,,,
Moore County Schools,630348,Robbins Elementary,4,D,48.0,D,52.0,D,43.0,Met,84.7,39,44,33,46,,,,,,,
Moore County Schools,630350,Southern Middle,4,D,47.0,D,53.0,F,38.0,NotMet,58.4,44,48,32,58,75,,,,,,
Moore County Schools,630352,Southern Pines Primary,4,I,,,,,,,,,,,,,,,,,,
Moore County Schools,630356,Southern Pines Elementary,4,B,70.0,C,65.0,C,69.0,Exceeded,91.1,64,61,63,79,,,,,,,
Moore County Schools,630360,Union Pines High,4,B,75.0,,,,,Met,82.3,73,,,,49,68,60,73,80,100,95
Moore County Schools,630364,Vass-Lakeview Elementary,4,C,64.0,C,63.0,C,66.0,Met,84.3,59,58,61,56,,,,,,,
Moore County Schools,630368,West End Elementary,4,C,66.0,C,69.0,C,68.0,NotMet,61.7,67,70,66,64,,,,,,,
Moore County Schools,630373,West Pine Elementary,4,B,81.0,B,78.0,B,82.0,Met,81.7,81,79,82,85,,,,,,,
Moore County Schools,630374,West Pine Middle,4,B,77.0,B,79.0,C,69.0,Met,80.1,76,79,69,85,100,,100,,,,
Moore County Schools,630376,Westmoore Elementary,4,D,54.0,C,61.0,D,46.0,NotMet,64.2,52,56,41,62,83,,,,,,
Nash-Rocky Mount Schools,640302,Fairview Elementary,3,I,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640304,Bailey Elementary,3,C,56.0,C,55.0,D,51.0,Exceeded,85.8,49,49,43,65,,,,,,,
Nash-Rocky Mount Schools,640306,Baskerville Elementary,3,D,46.0,D,53.0,D,41.0,NotMet,67.6,40,47,35,38,,,,,,,
Nash-Rocky Mount Schools,640308,Benvenue Elementary,3,D,48.0,D,52.0,D,44.0,NotMet,61.5,45,48,38,54,,,,,,,
Nash-Rocky Mount Schools,640316,Cedar Grove Elementary,3,D,53.0,C,57.0,D,52.0,Exceeded,85.7,45,50,43,38,,,,,,,
Nash-Rocky Mount Schools,640320,Nash Central Middle,3,D,47.0,D,51.0,D,41.0,NotMet,55.9,45,48,34,54,84,,,,,,
Nash-Rocky Mount Schools,640324,Coopers Elementary,3,C,63.0,C,66.0,C,57.0,Met,73.1,60,63,56,68,,,,,,,
Nash-Rocky Mount Schools,640326,D S Johnson Elementary,3,F,35.0,F,35.0,F,35.0,Met,83.0,23,21,23,25,,,,,,,
Nash-Rocky Mount Schools,640328,Englewood Elementary,3,D,47.0,D,46.0,D,46.0,NotMet,66.6,42,42,39,50,,,,,,,
Nash-Rocky Mount Schools,640329,G R Edwards Middle,3,D,50.0,D,54.0,D,44.0,NotMet,63.9,46,48,37,54,78,,,,,,
Nash-Rocky Mount Schools,640332,M B Hubbard Elementary,3,D,41.0,D,42.0,F,39.0,NotMet,59.6,37,37,32,50,,,,,,,
Nash-Rocky Mount Schools,640334,J W Parker Middle,3,F,26.0,F,32.0,F,19.0,NotMet,54.7,18,23,9,33,19,,,,,,
Nash-Rocky Mount Schools,640335,Rocky Mount Middle,3,F,32.0,F,36.0,F,22.0,NotMet,52.1,27,30,14,46,54,,,,,,
Nash-Rocky Mount Schools,640336,Middlesex Elementary,3,F,38.0,D,42.0,F,38.0,NotMet,59.5,33,35,33,31,,,,,,,
Nash-Rocky Mount Schools,640340,Tar River Academy,3,,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640346,Nash Central High,3,D,52.0,,,,,NotMet,50.0,52,,,,32,42,19,42,71,92,77
Nash-Rocky Mount Schools,640347,NRM Early College High School,3,B,73.0,,,,,NotMet,66.7,75,,,,61,78,59,82,,100,95
Nash-Rocky Mount Schools,640348,Nashville Elementary,3,C,59.0,C,58.0,C,60.0,Met,77.3,55,53,53,66,,,,,,,
Nash-Rocky Mount Schools,640350,Northern Nash High,3,C,56.0,,,,,NotMet,50.0,57,,,,38,51,34,45,67,100,88
Nash-Rocky Mount Schools,640354,O R Pope Elementary,3,F,29.0,F,30.0,F,28.0,Met,71.5,18,19,14,26,,,,,,,
Nash-Rocky Mount Schools,640358,Red Oak Middle,3,D,48.0,D,49.0,D,41.0,NotMet,56.0,46,47,33,70,62,,,,,,
Nash-Rocky Mount Schools,640360,Red Oak Elementary,3,I,,,,,,,,,,,,,,,,,,
Nash-Rocky Mount Schools,640361,Rocky Mount High,3,D,46.0,,,,,NotMet,52.3,45,,,,29,36,19,34,44,87,75
Nash-Rocky Mount Schools,640362,Southern Nash Middle,3,D,47.0,D,46.0,D,40.0,NotMet,58.8,44,43,30,75,65,,,,,,
Nash-Rocky Mount Schools,640364,Southern Nash High,3,C,58.0,,,,,NotMet,50.0,60,,,,43,50,39,51,76,100,78
Nash-Rocky Mount Schools,640376,Spring Hope Elementary,3,D,42.0,D,49.0,D,40.0,Met,72.2,35,42,30,31,,,,,,,
Nash-Rocky Mount Schools,640384,Swift Creek Elementary,3,D,53.0,C,56.0,D,52.0,NotMet,57.5,52,53,50,53,,,,,,,
Nash-Rocky Mount Schools,640396,Williford Elementary,3,F,39.0,F,37.0,F,34.0,Met,80.1,29,27,24,55,,,,,,,
Nash-Rocky Mount Schools,640400,Winstead Avenue Elementary,3,I,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650304,Bradley Creek Elementary,2,C,65.0,C,60.0,C,65.0,Exceeded,86.4,60,55,60,75,,,,,,,
New Hanover County Schools,650308,Carolina Beach Elementary,2,B,71.0,B,72.0,C,68.0,NotMet,69.4,71,72,68,78,,,,,,,
New Hanover County Schools,650309,Castle Hayne Elementary,2,C,68.0,C,59.0,B,70.0,Met,75.4,67,56,70,87,,,,,,,
New Hanover County Schools,650310,Charles P Murray Middle,2,B,72.0,B,73.0,C,68.0,Met,82.2,70,71,63,79,100,,,,,,
New Hanover County Schools,650312,R Freeman Sch of Engineering,2,D,43.0,D,42.0,D,42.0,NotMet,68.5,36,35,35,45,,,,,,,
New Hanover County Schools,650316,College Park Elementary,2,C,61.0,C,64.0,C,56.0,Met,83.0,56,59,50,70,,,,,,,
New Hanover County Schools,650323,Edwin A Anderson Elementary,2,B,70.0,C,68.0,C,63.0,Met,83.9,67,64,61,90,,,,,,,
New Hanover County Schools,650324,Edwin A Alderman Elementary,2,D,53.0,D,50.0,D,53.0,Met,82.8,45,43,45,52,,,,,,,
New Hanover County Schools,650325,Emma B Trask Middle,2,B,70.0,C,66.0,C,67.0,Exceeded,88.4,65,61,61,81,100,,,,,,
New Hanover County Schools,650326,Emsley A Laney High,2,B,75.0,,,,,Exceeded,89.9,72,,,,57,69,53,71,62,100,86
New Hanover County Schools,650327,Eugene Ashley High,2,B,75.0,,,,,Met,84.6,73,,,,58,67,66,66,76,100,84
New Hanover County Schools,650328,Forest Hills Global Elementary,2,C,57.0,D,54.0,C,55.0,Met,81.1,52,48,49,72,,,,,,,
New Hanover County Schools,650332,Gregory School of Math Science and Tech,2,D,48.0,D,53.0,D,42.0,NotMet,67.4,43,46,36,51,,,,,,,
New Hanover County Schools,650338,Heyward C Bellamy Elem,2,B,78.0,B,74.0,B,77.0,Exceeded,89.7,76,71,77,87,,,,,,,
New Hanover County Schools,650339,Holly Tree Elementary,2,B,83.0,B,83.0,B,79.0,Met,84.0,83,83,81,90,,,,,,,
New Hanover County Schools,650340,Isaac M Bear High,2,A,98.0,,,,,Exceeded,93.4,100,,,,100,100,95,100,,100,100
New Hanover County Schools,650341,John J Blair Elementary,2,C,69.0,C,66.0,C,67.0,Exceeded,87.2,64,61,63,77,,,,,,,
New Hanover County Schools,650342,John T Hoggard High,2,B,77.0,,,,,Met,74.2,78,,,,69,76,65,78,69,100,89
New Hanover County Schools,650343,Holly Shelter Middle,2,C,56.0,C,59.0,D,52.0,NotMet,66.1,53,57,45,63,100,,,,,,
New Hanover County Schools,650345,Lake Forest Academy,2,,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650346,Mary C Williams Elementary,2,C,55.0,C,55.0,D,52.0,Met,81.8,48,48,47,56,,,,,,,
New Hanover County Schools,650348,Murrayville Elementary,2,B,71.0,C,66.0,B,70.0,Met,84.5,68,62,69,79,,,,,,,
New Hanover County Schools,650350,M C S Noble Middle,2,B,75.0,B,77.0,C,68.0,Exceeded,86.8,72,74,64,81,100,,,,,,
New Hanover County Schools,650351,Myrtle Grove Middle,2,B,70.0,B,72.0,C,64.0,Met,80.8,68,69,62,75,100,,,,,,
New Hanover County Schools,650352,New Hanover High,2,C,61.0,,,,,NotMet,58.6,62,,,,46,62,50,55,63,100,72
New Hanover County Schools,650353,Dr Hubert Eaton Sr Elem,2,A,89.0,A,87.0,A,89.0,Exceeded,93.9,88,87,88,91,,,,,,,
New Hanover County Schools,650354,Lakeside,2,,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650355,Mary Sidberry Mosley PLC,2,,,,,,,,,,,,,,,,,,,
New Hanover County Schools,650356,Ogden Elementary,2,A,87.0,A,88.0,A,86.0,Met,82.7,88,89,88,86,,,,,,,
New Hanover County Schools,650362,Pine Valley Elementary,2,B,73.0,B,70.0,B,70.0,Met,83.6,70,68,67,86,,,,,,,
New Hanover County Schools,650364,Roland-Grise Middle,2,B,74.0,B,74.0,B,70.0,Met,75.6,74,74,67,87,100,,,,,,
New Hanover County Schools,650366,Dr John Codington Elem,2,A,88.0,A,87.0,A,88.0,Exceeded,89.5,88,88,87,91,,,,,,,
New Hanover County Schools,650368,Sunset Park Elementary,2,C,60.0,D,53.0,D,53.0,Met,84.8,53,47,48,85,,,,,,,
New Hanover County Schools,650380,Walter L Parsley Elementary,2,A,91.0,A,88.0,A,91.0,Exceeded,90.1,91,88,92,95,,,,,,,
New Hanover County Schools,650384,A H Snipes Academy of Arts/Des,2,D,43.0,D,41.0,D,44.0,Exceeded,91.0,31,29,32,38,,,,,,,
New Hanover County Schools,650392,Williston Middle,2,D,52.0,D,50.0,D,47.0,Exceeded,87.7,43,42,36,59,100,,,,,,
New Hanover County Schools,650394,Wilmington Early College High,2,B,81.0,,,,,Met,78.5,82,,,,81,84,61,71,83,100,100
New Hanover County Schools,650400,Winter Park Model Elementary,2,C,59.0,D,52.0,C,58.0,Exceeded,89.9,52,45,51,73,,,,,,,
New Hanover County Schools,650404,Wrightsboro Elementary,2,C,55.0,C,56.0,D,50.0,Met,81.0,49,49,45,57,,,,,,,
New Hanover County Schools,650408,Wrightsville Beach Elem,2,A,86.0,A,86.0,A,86.0,Met,81.2,88,87,87,93,,,,,,,
New Hanover County Schools,650409,D.C. Virgo Preparatory Academy,2,F,36.0,D,45.0,F,25.0,Met,76.7,25,36,14,,,,,,,,
Northampton County Schools,660306,Central Elementary,3,D,49.0,D,51.0,D,46.0,Met,82.0,40,45,36,,,,,,,,
Northampton County Schools,660308,Conway Middle,3,F,33.0,F,32.0,F,25.0,NotMet,50.0,29,26,19,48,51,,,,,,
Northampton County Schools,660320,Gaston Elementary,3,F,39.0,D,46.0,F,32.0,NotMet,69.0,31,39,24,,,,,,,,
Northampton County Schools,660325,Gaston Middle,3,F,26.0,F,33.0,F,25.0,NotMet,55.4,19,24,14,19,12,,,,,,
Northampton County Schools,660334,Northampton County Alternative School,3,,,,,,,,,,,,,,,,,,,
Northampton County Schools,660336,Northampton County High School,3,C,60.0,,,,,Met,80.6,55,,,,31,41,34,47,69,100,81
Northampton County Schools,660356,Squire Elementary,3,I,,,,,,,,,,,,,,,,,,
Northampton County Schools,660360,Willis Hare Elementary,3,D,45.0,D,43.0,D,47.0,Met,71.4,38,35,42,,,,,,,,
Onslow County Schools,670304,Bell Fork Elementary,2,C,65.0,C,62.0,C,64.0,Met,84.2,60,58,59,66,,,,,,,
Onslow County Schools,670308,Blue Creek Elementary,2,C,63.0,C,64.0,C,60.0,Met,81.2,59,60,55,68,,,,,,,
Onslow County Schools,670310,Carolina Forest Elementary,2,B,70.0,B,70.0,C,67.0,Met,75.1,69,69,66,80,,,,,,,
Onslow County Schools,670312,Clyde Erwin Elementary,2,C,55.0,C,55.0,C,55.0,Exceeded,87.1,47,48,46,48,,,,,,,
Onslow County Schools,670314,Dixon Elementary,2,C,66.0,C,65.0,C,66.0,Met,71.2,65,61,65,74,,,,,,,
